Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,1024,44.415391
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,1024,47.488645
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",1024,512,48.476906
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,1024,51.354427
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,512,51.998658
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,1024,53.226402
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,1024,55.722287
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",1024,1024,60.647851
N=131072_Stage2_256_sbcc,256,"[16, 16]",512,256,61.672685
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,512,62.094915
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",512,512,62.446908
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,512,63.653347
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",512,512,64.311097
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,1024,64.608805
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,512,74.934473
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,1024,78.158818
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,512,78.914319
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,128,83.521676
N=131072_Stage2_256_sbcc,256,"[16, 16]",256,256,85.54205
N=131072_Stage2_256_sbcc,256,"[16, 16]",512,512,94.390143
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,1024,107.1345
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,512,108.158893
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,1024,120.721254
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,1024,137.766577
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,256,158.956625
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,1024,192.341741
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,1024,200.160415
N=131072_Stage2_256_sbcc,256,"[16, 16]",1024,512,325.121758
