Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",64,16,13.110611
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,128,13.168658
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,64,13.181775
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,64,13.182512
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,64,13.198033
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,64,13.201292
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",64,16,13.21028
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,128,13.210599
N=131072_Stage2_256_sbcc,256,"[16, 16]",64,16,13.21373
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,32,13.240363
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",128,32,13.255216
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",64,16,13.260462
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",64,16,13.264355
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,32,13.308718
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,128,13.314065
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,64,13.32064
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,64,13.325844
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,128,13.34192
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,64,13.352903
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,64,13.352958
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,64,13.35422
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,128,13.382252
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,64,13.388543
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,32,13.408229
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",256,32,13.417644
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,32,13.423763
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",64,16,13.424212
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,64,13.431913
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,64,13.434743
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",64,16,13.460653
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",512,32,13.466164
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",256,32,13.469239
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",512,32,13.475195
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",256,32,13.476099
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",1024,32,13.476688
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,64,13.481073
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",256,64,13.493129
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,128,13.503511
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,32,13.517109
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,128,13.520174
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",128,32,13.521373
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,128,13.537473
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,32,13.538787
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,64,13.551685
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,64,13.558769
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,64,13.587166
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,64,13.607771
N=131072_Stage1_256_sbrc,256,"[16, 16]",64,16,13.616466
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,128,13.619424
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",128,32,13.623382
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,64,13.630161
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,64,13.633668
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,64,13.634073
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",128,32,13.652409
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,32,13.6558
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,32,13.67987
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,32,13.68099
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",256,32,13.685425
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,16,13.685535
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,16,13.690537
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,64,13.69692
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",64,16,13.698622
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",1024,64,13.706818
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,64,13.707234
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,128,13.716571
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,32,13.728059
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,32,13.729684
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,32,13.732162
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,32,13.73238
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",512,32,13.739126
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",64,16,13.744584
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,128,13.752631
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,32,13.762955
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,32,13.781415
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",512,32,13.784408
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,32,13.786257
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",64,16,13.789659
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,32,13.793236
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",512,64,13.795078
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,32,13.798027
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",64,16,13.801665
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,32,13.826868
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",256,32,13.828192
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,64,13.828669
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,32,13.837003
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,64,13.852273
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",1024,64,13.85879
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,128,13.860727
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",1024,64,13.863097
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",512,32,13.864419
N=131072_Stage1_256_sbrc,256,"[16, 16]",128,32,13.870772
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",512,64,13.882383
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,32,13.887868
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,32,13.889287
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,32,13.898558
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",128,64,13.90259
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",256,64,13.903083
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",64,16,13.92436
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",64,16,13.924521
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",512,32,13.929715
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,64,13.930145
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",512,64,13.930568
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",256,64,13.935052
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,32,13.935215
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",64,16,13.93541
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",512,32,13.982421
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,64,13.984354
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,32,13.986298
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,128,13.987584
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,16,13.991591
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",256,32,13.994934
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,32,13.997116
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,32,14.001174
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,32,14.004364
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",512,32,14.004389
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,64,14.007032
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,16,14.012521
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,64,14.018471
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,128,14.024699
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,64,14.027078
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",1024,64,14.040994
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,64,14.042717
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,64,14.049214
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",512,64,14.064473
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,64,14.066754
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,64,14.070752
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,64,14.07739
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",1024,64,14.078697
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",512,64,14.084474
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",128,32,14.088237
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,32,14.104155
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",512,128,14.105975
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,32,14.106365
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,32,14.110436
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",1024,64,14.110719
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,32,14.111516
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",512,32,14.118744
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",512,64,14.119482
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,32,14.127529
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,32,14.128666
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,32,14.133213
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",128,32,14.134472
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,32,14.137098
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",128,32,14.138396
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,32,14.141619
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,128,14.144157
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,64,14.148485
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",64,16,14.155161
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",64,16,14.157087
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,14.174276
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",512,64,14.174584
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",64,32,14.177387
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",64,16,14.184781
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",1024,32,14.185967
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,64,14.186533
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,64,14.188587
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,64,14.19317
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",512,32,14.194826
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",64,32,14.206322
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",256,32,14.208353
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",512,32,14.214474
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",256,32,14.217726
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",64,16,14.221986
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",1024,32,14.234692
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",512,64,14.237012
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",1024,64,14.244167
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,128,14.276501
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",128,32,14.276698
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",64,32,14.280398
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,32,14.282447
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,64,14.283828
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",64,32,14.284177
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,64,14.28845
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",512,32,14.288658
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",1024,128,14.292561
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,64,14.302929
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",64,32,14.30858
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,128,14.313242
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,64,14.319568
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,32,14.320078
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,64,14.327673
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",128,64,14.330428
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,32,14.348235
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,32,14.357614
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,32,14.358237
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",64,32,14.366361
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",64,16,14.383774
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",256,128,14.384088
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,32,14.39814
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",64,16,14.40178
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",512,128,14.415116
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",64,16,14.418099
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",64,32,14.426458
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,32,14.429865
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,128,14.430689
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,32,14.430722
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,32,14.432745
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,32,14.435334
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,64,14.449585
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,64,14.46154
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,32,14.464304
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",512,128,14.466847
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,32,14.471516
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,32,14.472406
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,32,14.479081
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,64,14.487426
N=131072_Stage2_256_sbcc,256,"[8, 4, 4, 2]",64,32,14.496609
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",64,32,14.503798
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,64,14.51082
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",128,64,14.530388
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,64,14.537624
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",64,32,14.539679
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",64,32,14.561109
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",128,64,14.561218
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,14.591021
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,64,14.593494
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",64,32,14.614139
N=131072_Stage1_256_sbrc,256,"[16, 16]",128,16,14.615845
N=131072_Stage1_256_sbrc,256,"[16, 16]",256,16,14.619425
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,14.633116
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",128,64,14.63468
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,16,14.640654
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,16,14.643532
N=131072_Stage1_256_sbrc,256,"[16, 16]",256,32,14.647224
N=131072_Stage1_256_sbrc,256,"[16, 16]",512,32,14.647658
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",64,32,14.655294
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",128,64,14.680458
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,32,14.682279
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,32,14.683107
N=131072_Stage1_256_sbrc,256,"[4, 2, 2, 2, 2, 2, 2]",64,16,14.709313
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,14.717244
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",256,64,14.732771
N=131072_Stage2_256_sbcc,256,"[8, 8, 4]",128,64,14.734109
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,64,14.744186
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,16,14.745496
N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,16,14.747443
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,32,14.759109
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,32,14.763065
N=131072_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,32,14.768358
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,32,14.77494
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,32,14.779196
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,32,14.77986
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,14.786148
N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,64,14.812196
N=131072_Stage1_256_sbrc,256,"[16, 16]",64,32,14.81555
N=131072_Stage2_256_sbcc,256,"[8, 8, 2, 2]",128,64,14.819982
N=131072_Stage2_256_sbcc,256,"[16, 8, 2]",64,32,14.82703
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,14.829638
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",128,64,14.853217
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",256,16,14.858344
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",1024,128,14.865406
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",128,64,14.866031
N=131072_Stage1_256_sbrc,256,"[8, 8, 4]",128,16,14.868006
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,128,14.886128
N=131072_Stage2_256_sbcc,256,"[16, 4, 4]",64,32,14.904733
N=131072_Stage2_256_sbcc,256,"[16, 4, 2, 2]",64,32,14.919449
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",512,128,14.929651
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",128,16,14.930347
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",256,16,14.935161
N=131072_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",64,32,14.96203
N=131072_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",64,32,14.975333
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,16,14.975829
N=131072_Stage1_256_sbrc,256,"[16, 4, 2, 2]",128,64,14.977169
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",256,16,14.978505
N=131072_Stage1_256_sbrc,256,"[4, 4, 2, 2, 2, 2]",256,128,14.978898
N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,16,14.979046
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",128,16,14.998959
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,128,15.012358
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",256,16,15.028012
N=131072_Stage1_256_sbrc,256,"[8, 8, 2, 2]",128,16,15.03952
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,128,15.073484
N=131072_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",64,32,15.089773
N=131072_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",64,32,15.096533
N=131072_Stage1_256_sbrc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,15.130326
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 4]",256,128,15.182637
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",128,16,15.183892
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",256,16,15.185553
N=131072_Stage1_256_sbrc,256,"[16, 2, 2, 2, 2]",128,64,15.189437
N=131072_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",64,32,15.199958
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",256,16,15.229803
N=131072_Stage1_256_sbrc,256,"[4, 4, 4, 2, 2]",128,16,15.232886
N=131072_Stage1_256_sbrc,256,"[8, 4, 2, 2, 2]",128,16,15.234639
N=131072_Stage1_256_sbrc,256,"[8, 2, 2, 2, 2, 2]",256,128,15.235546
N=131072_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,32,15.247067
