Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",512,64,30.390836
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",256,64,30.39185
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,32,30.403733
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",256,64,30.403895
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",256,32,30.409801
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,128,30.413368
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,32,30.413949
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,32,30.445261
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",512,64,30.449907
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",256,64,30.455155
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",512,128,30.473784
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",1024,128,30.482548
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,128,30.502526
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,128,30.522536
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",256,64,30.530475
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,128,30.538582
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",512,64,30.547724
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",512,64,30.558112
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",256,64,30.571782
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",256,64,30.576779
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",512,64,30.589189
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,32,30.608659
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",1024,128,30.613946
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",512,128,30.61432
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",1024,128,30.619581
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",128,64,30.619651
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",64,16,30.62052
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",512,128,30.622633
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,128,30.628838
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",512,128,30.639019
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,128,30.645326
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",1024,128,30.649566
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",1024,256,30.75585
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",1024,256,30.802916
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",512,128,30.908447
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",512,64,30.913089
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,64,30.914688
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",256,64,30.919444
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",1024,128,30.919996
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",512,64,30.939694
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,64,31.003945
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,64,31.00607
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,64,31.085611
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,64,31.090925
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",128,64,31.100201
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",512,64,31.117875
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,64,31.129115
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,64,31.143276
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,64,31.148513
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",256,32,31.172432
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,32,31.178616
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,32,31.181136
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",512,128,31.213848
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",512,32,31.227774
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",64,16,31.239494
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",64,16,31.240929
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",256,32,31.244427
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",512,32,31.251583
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,32,31.253317
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",64,32,31.254723
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,32,31.256703
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,32,31.26298
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,32,31.267155
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",64,16,31.276148
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",256,32,31.286474
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",64,32,31.288419
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,32,31.296556
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",512,32,31.318275
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,128,31.39297
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",128,64,31.465469
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",64,32,31.468267
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,64,31.480181
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",64,32,31.492198
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",256,64,31.496812
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,128,31.498349
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",256,128,31.499092
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,64,31.534737
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,64,31.546375
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",128,64,31.597564
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,64,31.633155
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,128,31.642808
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,32,31.68149
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,32,31.688144
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",512,32,31.690994
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",64,32,31.71323
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",256,32,31.788053
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,32,31.792422
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",128,64,31.805882
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",64,16,31.809259
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",256,128,31.809688
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",256,128,31.812848
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,32,31.820775
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",256,128,31.834984
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,32,31.844144
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",128,32,31.856162
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",256,32,31.856213
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",128,64,31.857899
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",64,32,31.861364
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",256,32,31.86501
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",512,32,31.865538
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",256,32,31.901506
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",128,32,31.907637
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",64,32,31.931511
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",256,32,31.934849
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",128,64,31.952765
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",64,32,31.956678
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",128,32,31.962912
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",128,64,31.986751
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",64,32,31.993758
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",64,16,32.012484
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",256,32,32.044837
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",128,64,32.065883
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",64,32,32.067649
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",128,32,32.080946
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",128,64,32.098528
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",128,64,32.100949
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",256,32,32.127081
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",128,32,32.130946
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 4]",128,64,32.143043
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",64,32,32.146329
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,32.170109
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",256,128,32.176942
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",64,32,32.187091
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,32.206578
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",128,64,32.220428
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",256,128,32.234241
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",64,32,32.267307
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",256,128,32.292475
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",64,32,32.293001
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",256,128,32.342319
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",128,64,32.357833
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",128,32,32.371132
N=262144_Stage1_512_sbrc,512,"[8, 8, 4, 2]",256,32,32.376466
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",1024,256,32.392787
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",256,128,32.398612
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",128,64,32.405825
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",128,64,32.413496
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,32,32.420244
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",256,32,32.425539
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",512,256,32.431761
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",64,32,32.435596
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,32,32.442902
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",64,32,32.443482
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",256,128,32.484168
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",256,32,32.513224
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",128,32,32.52403
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,32,32.532972
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",512,32,32.542225
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",64,32,32.545256
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",256,32,32.546889
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",128,64,32.563391
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",128,32,32.568423
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",256,32,32.585551
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",64,32,32.59408
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",64,32,32.596231
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",64,32,32.6091
N=262144_Stage1_512_sbrc,512,"[8, 4, 4, 2, 2]",128,64,32.661791
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",64,32,32.700047
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",128,64,32.701054
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",256,64,32.703011
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",64,16,32.721408
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",256,32,32.723609
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",64,32,32.761028
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",128,32,32.770917
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",128,32,32.826405
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",256,32,32.831164
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",256,128,32.834654
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",512,64,32.857807
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",256,64,32.859027
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",128,64,32.897287
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",1024,256,32.914218
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",128,64,32.922639
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",256,32,32.94788
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",64,32,32.967215
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",256,128,32.974483
N=262144_Stage1_512_sbrc,512,"[8, 4, 2, 2, 2, 2]",128,32,32.975915
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",64,32,33.000065
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 4, 2]",128,64,33.04164
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",64,32,33.053934
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",64,32,33.072193
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",128,32,33.095894
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",256,32,33.112425
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",128,64,33.115416
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",256,32,33.153176
N=262144_Stage1_512_sbrc,512,"[8, 8, 2, 2, 2]",128,32,33.159398
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",64,32,33.202533
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",128,64,33.236009
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,33.27775
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",256,128,33.291519
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",256,32,33.292244
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",64,32,33.299615
N=262144_Stage1_512_sbrc,512,"[4, 4, 4, 2, 2, 2]",128,32,33.306047
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,64,33.363531
N=262144_Stage2_256_sbcc,256,"[16, 16]",128,32,33.43203
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,32,33.438191
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,128,33.469734
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",256,128,33.483989
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",256,32,33.58942
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",512,32,33.611623
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,32,33.621776
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",64,32,33.635751
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",64,16,33.70769
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",128,16,33.721952
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",128,16,33.797729
N=262144_Stage1_512_sbrc,512,"[8, 8, 8]",64,16,33.810565
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",256,128,33.8819
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,33.922481
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",256,128,33.930379
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",256,32,33.934389
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",128,32,33.937894
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",128,32,33.970824
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",256,32,33.974842
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",512,128,34.050066
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",1024,128,34.05324
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",512,256,34.057916
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",64,16,34.093847
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",128,16,34.095401
