Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",512,512,80.64898
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",256,256,80.767437
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",512,512,81.130486
N=262144_Stage2_256_sbcc,256,"[16, 16]",128,128,83.146176
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,512,84.497812
N=262144_Stage1_512_sbrc,512,"[16, 2, 2, 2, 2, 2]",1024,512,85.488247
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,256,87.673717
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,256,87.735634
N=262144_Stage2_256_sbcc,256,"[4, 2, 2, 2, 2, 2, 2]",1024,1024,88.336235
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",512,512,88.472494
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",1024,512,88.540925
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,256,88.9097
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",1024,512,90.606154
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,512,91.619344
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",1024,512,92.195937
N=262144_Stage2_256_sbcc,256,"[4, 4, 2, 2, 2, 2]",1024,1024,92.211435
N=262144_Stage2_256_sbcc,256,"[2, 2, 2, 2, 2, 2, 2, 2]",1024,1024,93.013203
N=262144_Stage1_512_sbrc,512,"[16, 4, 4, 2]",512,512,97.409278
N=262144_Stage1_512_sbrc,512,"[16, 4, 2, 2, 2]",512,512,98.34296
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 2, 2]",1024,1024,98.345211
N=262144_Stage1_512_sbrc,512,"[16, 8, 4]",512,512,98.808953
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",1024,512,99.460974
N=262144_Stage2_256_sbcc,256,"[8, 2, 2, 2, 2, 2]",1024,1024,106.80635
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",512,512,107.25445
N=262144_Stage1_512_sbrc,512,"[16, 8, 2, 2]",1024,512,107.909443
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",1024,512,109.230108
N=262144_Stage1_512_sbrc,512,"[16, 16, 2]",512,512,109.560511
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,512,109.605019
N=262144_Stage2_256_sbcc,256,"[8, 4, 4, 2]",1024,1024,110.027792
N=262144_Stage2_256_sbcc,256,"[8, 4, 2, 2, 2]",1024,1024,114.995887
N=262144_Stage2_256_sbcc,256,"[8, 8, 4]",1024,1024,123.843742
N=262144_Stage2_256_sbcc,256,"[16, 16]",512,256,126.24166
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",512,512,128.501434
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",512,512,128.746535
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",512,512,131.148699
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",512,512,132.003913
N=262144_Stage2_256_sbcc,256,"[4, 4, 4, 4]",1024,1024,132.507819
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",64,16,153.329191
N=262144_Stage1_512_sbrc,512,"[8, 2, 2, 2, 2, 2, 2]",128,16,153.408588
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",64,16,155.295751
N=262144_Stage1_512_sbrc,512,"[4, 4, 2, 2, 2, 2, 2]",128,16,155.302883
N=262144_Stage2_256_sbcc,256,"[8, 8, 2, 2]",1024,1024,158.777192
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,512,159.11502
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,512,167.11148
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",128,16,171.735188
N=262144_Stage1_512_sbrc,512,"[4, 2, 2, 2, 2, 2, 2, 2]",64,16,171.783012
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,128,174.384693
N=262144_Stage2_256_sbcc,256,"[16, 16]",256,256,175.271128
N=262144_Stage2_256_sbcc,256,"[16, 16]",512,512,192.486086
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,512,219.480662
N=262144_Stage2_256_sbcc,256,"[16, 2, 2, 2, 2]",1024,1024,226.108627
N=262144_Stage2_256_sbcc,256,"[16, 4, 2, 2]",1024,1024,250.8025
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,1024,278.835265
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,256,325.184411
N=262144_Stage2_256_sbcc,256,"[16, 8, 2]",1024,1024,393.687692
N=262144_Stage2_256_sbcc,256,"[16, 4, 4]",1024,1024,400.918693
N=262144_Stage2_256_sbcc,256,"[16, 16]",1024,512,661.901203
